
Began Switching at 2020-02-13 01:23:46
2020-02-27 03:06:51 Reading Soil Box #2
2020-02-27 03:06:52 Reading Soil Box #3
2020-02-27 03:06:53 Reading Soil Box #4
2020-02-27 03:06:54 Reading Soil Box #1
2020-02-27 03:06:55 Reading Soil Box #2
2020-02-27 03:06:56 Reading Soil Box #3
2020-02-27 03:06:57 Reading Soil Box #4
2020-02-27 03:06:58 Reading Soil Box #1
2020-02-27 03:06:59 Reading Soil Box #2
2020-02-27 03:07:00 Reading Soil Box #3
2020-02-27 03:07:01 Reading Soil Box #4
2020-02-27 03:07:02 Reading Soil Box #1
2020-02-27 03:07:03 Reading Soil Box #2
2020-02-27 03:07:04 Reading Soil Box #3
2020-02-27 03:07:05 Reading Soil Box #4
2020-02-27 03:07:06 Reading Soil Box #1
2020-02-27 03:07:07 Reading Soil Box #2
2020-02-27 03:07:08 Reading Soil Box #3
2020-02-27 03:07:09 Reading Soil Box #4
2020-02-27 03:07:10 Reading Soil Box #1
2020-02-27 03:07:11 Reading Soil Box #2
2020-02-27 03:07:12 Reading Soil Box #3
2020-02-27 03:07:13 Reading Soil Box #4
2020-02-27 03:07:14 Reading Soil Box #1
2020-02-27 03:07:15 Reading Soil Box #2
2020-02-27 03:07:16 Reading Soil Box #3
2020-02-27 03:07:17 Reading Soil Box #4
2020-02-27 03:07:18 Reading Soil Box #1
2020-02-27 03:07:19 Reading Soil Box #2
2020-02-27 03:07:20 Reading Soil Box #3
2020-02-27 03:07:21 Reading Soil Box #4
2020-02-27 03:07:22 Reading Soil Box #1
2020-02-27 03:07:23 Reading Soil Box #2
2020-02-27 03:07:24 Reading Soil Box #3
2020-02-27 03:07:25 Reading Soil Box #4
2020-02-27 03:07:26 Reading Soil Box #1
2020-02-27 03:07:27 Reading Soil Box #2
2020-02-27 03:07:28 Reading Soil Box #3
2020-02-27 03:07:29 Reading Soil Box #4
2020-02-27 03:07:30 Reading Soil Box #1
2020-02-27 03:07:31 Reading Soil Box #2
2020-02-27 03:07:32 Reading Soil Box #3
2020-02-27 03:07:33 Reading Soil Box #4
2020-02-27 03:07:34 Reading Soil Box #1
2020-02-27 03:07:35 Reading Soil Box #2
2020-02-27 03:07:36 Reading Soil Box #3
2020-02-27 03:07:37 Reading Soil Box #4
2020-02-27 03:07:38 Reading Soil Box #1
2020-02-27 03:07:39 Reading Soil Box #2
2020-02-27 03:07:40 Reading Soil Box #3
2020-02-27 03:07:41 Reading Soil Box #4
2020-02-27 03:07:42 Reading Soil Box #1
2020-02-27 03:07:43 Reading Soil Box #2
2020-02-27 03:07:44 Reading Soil Box #3
2020-02-27 03:07:45 Reading Soil Box #4
2020-02-27 03:07:46 Reading Soil Box #1
2020-02-27 03:07:47 Reading Soil Box #2
2020-02-27 03:07:48 Reading Soil Box #3
2020-02-27 03:07:49 Reading Soil Box #4
2020-02-27 03:07:50 Reading Soil Box #1
2020-02-27 03:07:51 Reading Soil Box #2
2020-02-27 03:07:52 Reading Soil Box #3
2020-02-27 03:07:53 Reading Soil Box #4
2020-02-27 03:07:54 Reading Soil Box #1
2020-02-27 03:07:55 Reading Soil Box #2
2020-02-27 03:07:56 Reading Soil Box #3
2020-02-27 03:07:57 Reading Soil Box #4
2020-02-27 03:07:58 Reading Soil Box #1
2020-02-27 03:07:59 Reading Soil Box #2
2020-02-27 03:08:00 Reading Soil Box #3
2020-02-27 03:08:01 Reading Soil Box #4
2020-02-27 03:08:02 Reading Soil Box #1
2020-02-27 03:08:03 Reading Soil Box #2
2020-02-27 03:08:04 Reading Soil Box #3
2020-02-27 03:08:05 Reading Soil Box #4
2020-02-27 03:08:06 Reading Soil Box #1
2020-02-27 03:08:07 Reading Soil Box #2
2020-02-27 03:08:08 Reading Soil Box #3
2020-02-27 03:08:09 Reading Soil Box #4
2020-02-27 03:08:10 Reading Soil Box #1
2020-02-27 03:08:11 Reading Soil Box #2
2020-02-27 03:08:12 Reading Soil Box #3
2020-02-27 03:08:13 Reading Soil Box #4
2020-02-27 03:08:14 Reading Soil Box #1
2020-02-27 03:08:15 Reading Soil Box #2
2020-02-27 03:08:16 Reading Soil Box #3
2020-02-27 03:08:17 Reading Soil Box #4
2020-02-27 03:08:18 Reading Soil Box #1
2020-02-27 03:08:19 Reading Soil Box #2
2020-02-27 03:08:20 Reading Soil Box #3
2020-02-27 03:08:21 Reading Soil Box #4
2020-02-27 03:08:22 Reading Soil Box #1
2020-02-27 03:08:23 Reading Soil Box #2
2020-02-27 03:08:24 Reading Soil Box #3
2020-02-27 03:08:25 Reading Soil Box #4
2020-02-27 03:08:26 Reading Soil Box #1
2020-02-27 03:08:27 Reading Soil Box #2
2020-02-27 03:08:28 Reading Soil Box #3
2020-02-27 03:08:29 Reading Soil Box #4
2020-02-27 03:08:30 Reading Soil Box #1
2020-02-27 03:08:31 Reading Soil Box #2
2020-02-27 03:08:32 Reading Soil Box #3
2020-02-27 03:08:33 Reading Soil Box #4
2020-02-27 03:08:34 Reading Soil Box #1
2020-02-27 03:08:35 Reading Soil Box #2
2020-02-27 03:08:36 Reading Soil Box #3
2020-02-27 03:08:37 Reading Soil Box #4
2020-02-27 03:08:38 Reading Soil Box #1
2020-02-27 03:08:39 Reading Soil Box #2
2020-02-27 03:08:40 Reading Soil Box #3
2020-02-27 03:08:41 Reading Soil Box #4
2020-02-27 03:08:42 Reading Soil Box #1
2020-02-27 03:08:43 Reading Soil Box #2
2020-02-27 03:08:44 Reading Soil Box #3
2020-02-27 03:08:45 Reading Soil Box #4
2020-02-27 03:08:46 Reading Soil Box #1
2020-02-27 03:08:47 Reading Soil Box #2
2020-02-27 03:08:48 Reading Soil Box #3
2020-02-27 03:08:49 Reading Soil Box #4
2020-02-27 03:08:50 Reading Soil Box #1
2020-02-27 03:08:51 Reading Soil Box #2
2020-02-27 03:08:52 Reading Soil Box #3
2020-02-27 03:08:53 Reading Soil Box #4
2020-02-27 03:08:54 Reading Soil Box #1
2020-02-27 03:08:55 Reading Soil Box #2
2020-02-27 03:08:56 Reading Soil Box #3
2020-02-27 03:08:57 Reading Soil Box #4
2020-02-27 03:08:58 Reading Soil Box #1
2020-02-27 03:08:59 Reading Soil Box #2
2020-02-27 03:09:00 Reading Soil Box #3
2020-02-27 03:09:01 Reading Soil Box #4
2020-02-27 03:09:02 Reading Soil Box #1
2020-02-27 03:09:03 Reading Soil Box #2
2020-02-27 03:09:04 Reading Soil Box #3
2020-02-27 03:09:05 Reading Soil Box #4
2020-02-27 03:09:06 Reading Soil Box #1
2020-02-27 03:09:07 Reading Soil Box #2
2020-02-27 03:09:08 Reading Soil Box #3
2020-02-27 03:09:09 Reading Soil Box #4
2020-02-27 03:09:10 Reading Soil Box #1
2020-02-27 03:09:11 Reading Soil Box #2
2020-02-27 03:09:12 Reading Soil Box #3
2020-02-27 03:09:13 Reading Soil Box #4
2020-02-27 03:09:14 Reading Soil Box #1
2020-02-27 03:09:15 Reading Soil Box #2
2020-02-27 03:09:16 Reading Soil Box #3
2020-02-27 03:09:17 Reading Soil Box #4
2020-02-27 03:09:18 Reading Soil Box #1
2020-02-27 03:09:19 Reading Soil Box #2
2020-02-27 03:09:20 Reading Soil Box #3
2020-02-27 03:09:21 Reading Soil Box #4
2020-02-27 03:09:22 Reading Soil Box #1
2020-02-27 03:09:23 Reading Soil Box #2
2020-02-27 03:09:24 Reading Soil Box #3
2020-02-27 03:09:25 Reading Soil Box #4
2020-02-27 03:09:26 Reading Soil Box #1
2020-02-27 03:09:27 Reading Soil Box #2
2020-02-27 03:09:28 Reading Soil Box #3
2020-02-27 03:09:29 Reading Soil Box #4
2020-02-27 03:09:30 Reading Soil Box #1
2020-02-27 03:09:31 Reading Soil Box #2
2020-02-27 03:09:32 Reading Soil Box #3
2020-02-27 03:09:33 Reading Soil Box #4
2020-02-27 03:09:34 Reading Soil Box #1
2020-02-27 03:09:35 Reading Soil Box #2
Program Terminated at 2020-02-27 03:09:35
Elapsed Time: 341.533 seconds

Began Switching at 2020-02-27 03:10:57
2020-02-27 03:10:58 Reading Soil Box #1
2020-02-27 03:10:59 Reading Soil Box #2
2020-02-27 03:11:00 Reading Soil Box #3
2020-02-27 03:11:01 Reading Soil Box #4
2020-02-27 03:11:02 Reading Soil Box #1
2020-02-27 03:11:03 Reading Soil Box #2
2020-02-27 03:11:04 Reading Soil Box #3
2020-02-27 03:11:05 Reading Soil Box #4
2020-02-27 03:11:06 Reading Soil Box #1
2020-02-27 03:11:07 Reading Soil Box #2
2020-02-27 03:11:08 Reading Soil Box #3
2020-02-27 03:11:09 Reading Soil Box #4
2020-02-27 03:11:10 Reading Soil Box #1
2020-02-27 03:11:11 Reading Soil Box #2
2020-02-27 03:11:12 Reading Soil Box #3
2020-02-27 03:11:13 Reading Soil Box #4
2020-02-27 03:11:14 Reading Soil Box #1
2020-02-27 03:11:15 Reading Soil Box #2
2020-02-27 03:11:16 Reading Soil Box #3
2020-02-27 03:11:17 Reading Soil Box #4
2020-02-27 03:11:18 Reading Soil Box #1
2020-02-27 03:11:19 Reading Soil Box #2
2020-02-27 03:11:20 Reading Soil Box #3
2020-02-27 03:11:21 Reading Soil Box #4
2020-02-27 03:11:22 Reading Soil Box #1
2020-02-27 03:11:23 Reading Soil Box #2
2020-02-27 03:11:24 Reading Soil Box #3
2020-02-27 03:11:25 Reading Soil Box #4
2020-02-27 03:11:26 Reading Soil Box #1
2020-02-27 03:11:27 Reading Soil Box #2
2020-02-27 03:11:28 Reading Soil Box #3
2020-02-27 03:11:29 Reading Soil Box #4
2020-02-27 03:11:30 Reading Soil Box #1
2020-02-27 03:11:31 Reading Soil Box #2
2020-02-27 03:11:32 Reading Soil Box #3
2020-02-27 03:11:33 Reading Soil Box #4
2020-02-27 03:11:34 Reading Soil Box #1
2020-02-27 03:11:35 Reading Soil Box #2
2020-02-27 03:11:36 Reading Soil Box #3
2020-02-27 03:11:37 Reading Soil Box #4
2020-02-27 03:11:38 Reading Soil Box #1
2020-02-27 03:11:39 Reading Soil Box #2
2020-02-27 03:11:40 Reading Soil Box #3
2020-02-27 03:11:41 Reading Soil Box #4
2020-02-27 03:11:42 Reading Soil Box #1
2020-02-27 03:11:43 Reading Soil Box #2
2020-02-27 03:11:44 Reading Soil Box #3
2020-02-27 03:11:45 Reading Soil Box #4
2020-02-27 03:11:46 Reading Soil Box #1
2020-02-27 03:11:47 Reading Soil Box #2
2020-02-27 03:11:48 Reading Soil Box #3
2020-02-27 03:11:49 Reading Soil Box #4
2020-02-27 03:11:50 Reading Soil Box #1
2020-02-27 03:11:51 Reading Soil Box #2
2020-02-27 03:11:52 Reading Soil Box #3
2020-02-27 03:11:53 Reading Soil Box #4
2020-02-27 03:11:54 Reading Soil Box #1
2020-02-27 03:11:55 Reading Soil Box #2
2020-02-27 03:11:56 Reading Soil Box #3
2020-02-27 03:11:57 Reading Soil Box #4
2020-02-27 03:11:58 Reading Soil Box #1
2020-02-27 03:11:59 Reading Soil Box #2
2020-02-27 03:12:00 Reading Soil Box #3
2020-02-27 03:12:01 Reading Soil Box #4
2020-02-27 03:12:02 Reading Soil Box #1
2020-02-27 03:12:03 Reading Soil Box #2
2020-02-27 03:12:04 Reading Soil Box #3
2020-02-27 03:12:05 Reading Soil Box #4
2020-02-27 03:12:06 Reading Soil Box #1
2020-02-27 03:12:07 Reading Soil Box #2
2020-02-27 03:12:08 Reading Soil Box #3
2020-02-27 03:12:09 Reading Soil Box #4
2020-02-27 03:12:10 Reading Soil Box #1
2020-02-27 03:12:11 Reading Soil Box #2
2020-02-27 03:12:12 Reading Soil Box #3
2020-02-27 03:12:13 Reading Soil Box #4
2020-02-27 03:12:14 Reading Soil Box #1
2020-02-27 03:12:15 Reading Soil Box #2
2020-02-27 03:12:16 Reading Soil Box #3
2020-02-27 03:12:17 Reading Soil Box #4
2020-02-27 03:12:18 Reading Soil Box #1
2020-02-27 03:12:19 Reading Soil Box #2
2020-02-27 03:12:20 Reading Soil Box #3
2020-02-27 03:12:21 Reading Soil Box #4
2020-02-27 03:12:22 Reading Soil Box #1
2020-02-27 03:12:23 Reading Soil Box #2
2020-02-27 03:12:24 Reading Soil Box #3
2020-02-27 03:12:25 Reading Soil Box #4
2020-02-27 03:12:26 Reading Soil Box #1
2020-02-27 03:12:27 Reading Soil Box #2
2020-02-27 03:12:28 Reading Soil Box #3
2020-02-27 03:12:29 Reading Soil Box #4
2020-02-27 03:12:30 Reading Soil Box #1
2020-02-27 03:12:31 Reading Soil Box #2
2020-02-27 03:12:32 Reading Soil Box #3
2020-02-27 03:12:33 Reading Soil Box #4
2020-02-27 03:12:34 Reading Soil Box #1
2020-02-27 03:12:35 Reading Soil Box #2
2020-02-27 03:12:36 Reading Soil Box #3
2020-02-27 03:12:37 Reading Soil Box #4
2020-02-27 03:12:38 Reading Soil Box #1
2020-02-27 03:12:39 Reading Soil Box #2
2020-02-27 03:12:40 Reading Soil Box #3
2020-02-27 03:12:41 Reading Soil Box #4
2020-02-27 03:12:42 Reading Soil Box #1
2020-02-27 03:12:43 Reading Soil Box #2
2020-02-27 03:12:44 Reading Soil Box #3
2020-02-27 03:12:45 Reading Soil Box #4
2020-02-27 03:12:46 Reading Soil Box #1
2020-02-27 03:12:47 Reading Soil Box #2
2020-02-27 03:12:48 Reading Soil Box #3
2020-02-27 03:12:49 Reading Soil Box #4
2020-02-27 03:12:50 Reading Soil Box #1
2020-02-27 03:12:51 Reading Soil Box #2
2020-02-27 03:12:52 Reading Soil Box #3
2020-02-27 03:12:53 Reading Soil Box #4
2020-02-27 03:12:54 Reading Soil Box #1
2020-02-27 03:12:55 Reading Soil Box #2
2020-02-27 03:12:56 Reading Soil Box #3
2020-02-27 03:12:57 Reading Soil Box #4
2020-02-27 03:12:58 Reading Soil Box #1
2020-02-27 03:12:59 Reading Soil Box #2
2020-02-27 03:13:00 Reading Soil Box #3
2020-02-27 03:13:01 Reading Soil Box #4
2020-02-27 03:13:02 Reading Soil Box #1
2020-02-27 03:13:03 Reading Soil Box #2
2020-02-27 03:13:04 Reading Soil Box #3
2020-02-27 03:13:05 Reading Soil Box #4
2020-02-27 03:13:06 Reading Soil Box #1
2020-02-27 03:13:07 Reading Soil Box #2
2020-02-27 03:13:08 Reading Soil Box #3
2020-02-27 03:13:09 Reading Soil Box #4
2020-02-27 03:13:10 Reading Soil Box #1
2020-02-27 03:13:11 Reading Soil Box #2
2020-02-27 03:13:12 Reading Soil Box #3
2020-02-27 03:13:13 Reading Soil Box #4
2020-02-27 03:13:14 Reading Soil Box #1
2020-02-27 03:13:15 Reading Soil Box #2
2020-02-27 03:13:16 Reading Soil Box #3
2020-02-27 03:13:17 Reading Soil Box #4
2020-02-27 03:13:18 Reading Soil Box #1
2020-02-27 03:13:19 Reading Soil Box #2
2020-02-27 03:13:20 Reading Soil Box #3
2020-02-27 03:13:21 Reading Soil Box #4
2020-02-27 03:13:22 Reading Soil Box #1
2020-02-27 03:13:23 Reading Soil Box #2
2020-02-27 03:13:24 Reading Soil Box #3
2020-02-27 03:13:25 Reading Soil Box #4
2020-02-27 03:13:26 Reading Soil Box #1
2020-02-27 03:13:27 Reading Soil Box #2
2020-02-27 03:13:28 Reading Soil Box #3
2020-02-27 03:13:29 Reading Soil Box #4
2020-02-27 03:13:30 Reading Soil Box #1
2020-02-27 03:13:31 Reading Soil Box #2
2020-02-27 03:13:32 Reading Soil Box #3
2020-02-27 03:13:33 Reading Soil Box #4
2020-02-27 03:13:34 Reading Soil Box #1
2020-02-27 03:13:35 Reading Soil Box #2
2020-02-27 03:13:36 Reading Soil Box #3
2020-02-27 03:13:37 Reading Soil Box #4
2020-02-27 03:13:38 Reading Soil Box #1
2020-02-27 03:13:39 Reading Soil Box #2
2020-02-27 03:13:40 Reading Soil Box #3
2020-02-27 03:13:41 Reading Soil Box #4
2020-02-27 03:13:42 Reading Soil Box #1
2020-02-27 03:13:43 Reading Soil Box #2
2020-02-27 03:13:44 Reading Soil Box #3
2020-02-27 03:13:45 Reading Soil Box #4
2020-02-27 03:13:46 Reading Soil Box #1
2020-02-27 03:13:47 Reading Soil Box #2
2020-02-27 03:13:48 Reading Soil Box #3
2020-02-27 03:13:49 Reading Soil Box #4
2020-02-27 03:13:50 Reading Soil Box #1
2020-02-27 03:13:51 Reading Soil Box #2
2020-02-27 03:13:52 Reading Soil Box #3
2020-02-27 03:13:53 Reading Soil Box #4
2020-02-27 03:13:54 Reading Soil Box #1
2020-02-27 03:13:55 Reading Soil Box #2
2020-02-27 03:13:56 Reading Soil Box #3
2020-02-27 03:13:57 Reading Soil Box #4
Program Terminated at 2020-02-27 03:13:58
Elapsed Time: 179.994 seconds

Began Switching at 2020-02-27 03:14:02
2020-02-27 03:14:02 Reading Soil Box #1
2020-02-27 03:14:03 Reading Soil Box #2
2020-02-27 03:14:04 Reading Soil Box #3
2020-02-27 03:14:05 Reading Soil Box #4
2020-02-27 03:14:06 Reading Soil Box #1
2020-02-27 03:14:07 Reading Soil Box #2
2020-02-27 03:14:08 Reading Soil Box #3
2020-02-27 03:14:09 Reading Soil Box #4
2020-02-27 03:14:10 Reading Soil Box #1
2020-02-27 03:14:11 Reading Soil Box #2
2020-02-27 03:14:12 Reading Soil Box #3
2020-02-27 03:14:13 Reading Soil Box #4
2020-02-27 03:14:14 Reading Soil Box #1
2020-02-27 03:14:15 Reading Soil Box #2
2020-02-27 03:14:16 Reading Soil Box #3
2020-02-27 03:14:17 Reading Soil Box #4
2020-02-27 03:14:18 Reading Soil Box #1
2020-02-27 03:14:19 Reading Soil Box #2
2020-02-27 03:14:20 Reading Soil Box #3
2020-02-27 03:14:21 Reading Soil Box #4
2020-02-27 03:14:22 Reading Soil Box #1
2020-02-27 03:14:23 Reading Soil Box #2
2020-02-27 03:14:24 Reading Soil Box #3
2020-02-27 03:14:25 Reading Soil Box #4
2020-02-27 03:14:26 Reading Soil Box #1
2020-02-27 03:14:27 Reading Soil Box #2
2020-02-27 03:14:28 Reading Soil Box #3
2020-02-27 03:14:29 Reading Soil Box #4
2020-02-27 03:14:30 Reading Soil Box #1
2020-02-27 03:14:31 Reading Soil Box #2
2020-02-27 03:14:32 Reading Soil Box #3
2020-02-27 03:14:33 Reading Soil Box #4
2020-02-27 03:14:34 Reading Soil Box #1
2020-02-27 03:14:35 Reading Soil Box #2
2020-02-27 03:14:36 Reading Soil Box #3
2020-02-27 03:14:37 Reading Soil Box #4
2020-02-27 03:14:38 Reading Soil Box #1
2020-02-27 03:14:39 Reading Soil Box #2
2020-02-27 03:14:40 Reading Soil Box #3
2020-02-27 03:14:41 Reading Soil Box #4
2020-02-27 03:14:42 Reading Soil Box #1
2020-02-27 03:14:43 Reading Soil Box #2
2020-02-27 03:14:44 Reading Soil Box #3
2020-02-27 03:14:45 Reading Soil Box #4
2020-02-27 03:14:46 Reading Soil Box #1
2020-02-27 03:14:47 Reading Soil Box #2
2020-02-27 03:14:48 Reading Soil Box #3
2020-02-27 03:14:49 Reading Soil Box #4
2020-02-27 03:14:50 Reading Soil Box #1
2020-02-27 03:14:51 Reading Soil Box #2
2020-02-27 03:14:52 Reading Soil Box #3
2020-02-27 03:14:53 Reading Soil Box #4
2020-02-27 03:14:54 Reading Soil Box #1
2020-02-27 03:14:55 Reading Soil Box #2
2020-02-27 03:14:56 Reading Soil Box #3
2020-02-27 03:14:57 Reading Soil Box #4
2020-02-27 03:14:58 Reading Soil Box #1
2020-02-27 03:14:59 Reading Soil Box #2
2020-02-27 03:15:00 Reading Soil Box #3
2020-02-27 03:15:01 Reading Soil Box #4
2020-02-27 03:15:02 Reading Soil Box #1
2020-02-27 03:15:03 Reading Soil Box #2
2020-02-27 03:15:04 Reading Soil Box #3
2020-02-27 03:15:05 Reading Soil Box #4
2020-02-27 03:15:06 Reading Soil Box #1
2020-02-27 03:15:07 Reading Soil Box #2
2020-02-27 03:15:08 Reading Soil Box #3
2020-02-27 03:15:09 Reading Soil Box #4
2020-02-27 03:15:10 Reading Soil Box #1
2020-02-27 03:15:11 Reading Soil Box #2
2020-02-27 03:15:12 Reading Soil Box #3
2020-02-27 03:15:13 Reading Soil Box #4
2020-02-27 03:15:14 Reading Soil Box #1
2020-02-27 03:15:15 Reading Soil Box #2
2020-02-27 03:15:16 Reading Soil Box #3
2020-02-27 03:15:17 Reading Soil Box #4
2020-02-27 03:15:18 Reading Soil Box #1
2020-02-27 03:15:19 Reading Soil Box #2
2020-02-27 03:15:20 Reading Soil Box #3
2020-02-27 03:15:21 Reading Soil Box #4
2020-02-27 03:15:22 Reading Soil Box #1
2020-02-27 03:15:23 Reading Soil Box #2
2020-02-27 03:15:24 Reading Soil Box #3
2020-02-27 03:15:25 Reading Soil Box #4
2020-02-27 03:15:26 Reading Soil Box #1
2020-02-27 03:15:27 Reading Soil Box #2
2020-02-27 03:15:28 Reading Soil Box #3
2020-02-27 03:15:29 Reading Soil Box #4
2020-02-27 03:15:30 Reading Soil Box #1
2020-02-27 03:15:31 Reading Soil Box #2
2020-02-27 03:15:32 Reading Soil Box #3
2020-02-27 03:15:33 Reading Soil Box #4
2020-02-27 03:15:34 Reading Soil Box #1
2020-02-27 03:15:35 Reading Soil Box #2
2020-02-27 03:15:36 Reading Soil Box #3
2020-02-27 03:15:37 Reading Soil Box #4
2020-02-27 03:15:38 Reading Soil Box #1
2020-02-27 03:15:39 Reading Soil Box #2
2020-02-27 03:15:40 Reading Soil Box #3
2020-02-27 03:15:41 Reading Soil Box #4
2020-02-27 03:15:42 Reading Soil Box #1
2020-02-27 03:15:43 Reading Soil Box #2
2020-02-27 03:15:44 Reading Soil Box #3
2020-02-27 03:15:45 Reading Soil Box #4
2020-02-27 03:15:46 Reading Soil Box #1
2020-02-27 03:15:47 Reading Soil Box #2
2020-02-27 03:15:48 Reading Soil Box #3
2020-02-27 03:15:49 Reading Soil Box #4
2020-02-27 03:15:50 Reading Soil Box #1
2020-02-27 03:15:51 Reading Soil Box #2
2020-02-27 03:15:52 Reading Soil Box #3
2020-02-27 03:15:53 Reading Soil Box #4
2020-02-27 03:15:54 Reading Soil Box #1
2020-02-27 03:15:55 Reading Soil Box #2
2020-02-27 03:15:56 Reading Soil Box #3
2020-02-27 03:15:57 Reading Soil Box #4
2020-02-27 03:15:58 Reading Soil Box #1
2020-02-27 03:15:59 Reading Soil Box #2
2020-02-27 03:16:00 Reading Soil Box #3
2020-02-27 03:16:01 Reading Soil Box #4
2020-02-27 03:16:02 Reading Soil Box #1
2020-02-27 03:16:03 Reading Soil Box #2
2020-02-27 03:16:04 Reading Soil Box #3
2020-02-27 03:16:05 Reading Soil Box #4
2020-02-27 03:16:06 Reading Soil Box #1
2020-02-27 03:16:07 Reading Soil Box #2
2020-02-27 03:16:08 Reading Soil Box #3
2020-02-27 03:16:09 Reading Soil Box #4
2020-02-27 03:16:10 Reading Soil Box #1
2020-02-27 03:16:11 Reading Soil Box #2
2020-02-27 03:16:12 Reading Soil Box #3
2020-02-27 03:16:13 Reading Soil Box #4
2020-02-27 03:16:14 Reading Soil Box #1
2020-02-27 03:16:15 Reading Soil Box #2
2020-02-27 03:16:16 Reading Soil Box #3
2020-02-27 03:16:17 Reading Soil Box #4
2020-02-27 03:16:18 Reading Soil Box #1
2020-02-27 03:16:19 Reading Soil Box #2
2020-02-27 03:16:20 Reading Soil Box #3
2020-02-27 03:16:21 Reading Soil Box #4
2020-02-27 03:16:22 Reading Soil Box #1
2020-02-27 03:16:23 Reading Soil Box #2
2020-02-27 03:16:24 Reading Soil Box #3
2020-02-27 03:16:25 Reading Soil Box #4
2020-02-27 03:16:26 Reading Soil Box #1
2020-02-27 03:16:27 Reading Soil Box #2
2020-02-27 03:16:28 Reading Soil Box #3
2020-02-27 03:16:29 Reading Soil Box #4
2020-02-27 03:16:30 Reading Soil Box #1
2020-02-27 03:16:31 Reading Soil Box #2
2020-02-27 03:16:32 Reading Soil Box #3
2020-02-27 03:16:33 Reading Soil Box #4
2020-02-27 03:16:34 Reading Soil Box #1
2020-02-27 03:16:35 Reading Soil Box #2
2020-02-27 03:16:36 Reading Soil Box #3
2020-02-27 03:16:37 Reading Soil Box #4
2020-02-27 03:16:38 Reading Soil Box #1
2020-02-27 03:16:39 Reading Soil Box #2
2020-02-27 03:16:40 Reading Soil Box #3
2020-02-27 03:16:41 Reading Soil Box #4
2020-02-27 03:16:42 Reading Soil Box #1
2020-02-27 03:16:43 Reading Soil Box #2
2020-02-27 03:16:44 Reading Soil Box #3
2020-02-27 03:16:45 Reading Soil Box #4
2020-02-27 03:16:46 Reading Soil Box #1
2020-02-27 03:16:47 Reading Soil Box #2
2020-02-27 03:16:48 Reading Soil Box #3
2020-02-27 03:16:49 Reading Soil Box #4
2020-02-27 03:16:50 Reading Soil Box #1
2020-02-27 03:16:51 Reading Soil Box #2
2020-02-27 03:16:52 Reading Soil Box #3
2020-02-27 03:16:53 Reading Soil Box #4
2020-02-27 03:16:54 Reading Soil Box #1
2020-02-27 03:16:55 Reading Soil Box #2
2020-02-27 03:16:56 Reading Soil Box #3
2020-02-27 03:16:57 Reading Soil Box #4
2020-02-27 03:16:58 Reading Soil Box #1
2020-02-27 03:16:59 Reading Soil Box #2
2020-02-27 03:17:00 Reading Soil Box #3
2020-02-27 03:17:01 Reading Soil Box #4
2020-02-27 03:17:02 Reading Soil Box #1
2020-02-27 03:17:03 Reading Soil Box #2
2020-02-27 03:17:04 Reading Soil Box #3
2020-02-27 03:17:05 Reading Soil Box #4
2020-02-27 03:17:06 Reading Soil Box #1
2020-02-27 03:17:07 Reading Soil Box #2
2020-02-27 03:17:08 Reading Soil Box #3
2020-02-27 03:17:09 Reading Soil Box #4
2020-02-27 03:17:10 Reading Soil Box #1
2020-02-27 03:17:11 Reading Soil Box #2
2020-02-27 03:17:12 Reading Soil Box #3
2020-02-27 03:17:13 Reading Soil Box #4
2020-02-27 03:17:14 Reading Soil Box #1
2020-02-27 03:17:15 Reading Soil Box #2
2020-02-27 03:17:16 Reading Soil Box #3
2020-02-27 03:17:17 Reading Soil Box #4
2020-02-27 03:17:18 Reading Soil Box #1
2020-02-27 03:17:19 Reading Soil Box #2
2020-02-27 03:17:20 Reading Soil Box #3
2020-02-27 03:17:21 Reading Soil Box #4
2020-02-27 03:17:22 Reading Soil Box #1
2020-02-27 03:17:23 Reading Soil Box #2
2020-02-27 03:17:24 Reading Soil Box #3
2020-02-27 03:17:25 Reading Soil Box #4
2020-02-27 03:17:26 Reading Soil Box #1
2020-02-27 03:17:27 Reading Soil Box #2
2020-02-27 03:17:28 Reading Soil Box #3
2020-02-27 03:17:29 Reading Soil Box #4
2020-02-27 03:17:30 Reading Soil Box #1
2020-02-27 03:17:31 Reading Soil Box #2
2020-02-27 03:17:32 Reading Soil Box #3
2020-02-27 03:17:33 Reading Soil Box #4
2020-02-27 03:17:34 Reading Soil Box #1
2020-02-27 03:17:35 Reading Soil Box #2
2020-02-27 03:17:36 Reading Soil Box #3
2020-02-27 03:17:37 Reading Soil Box #4
2020-02-27 03:17:38 Reading Soil Box #1
2020-02-27 03:17:39 Reading Soil Box #2
2020-02-27 03:17:40 Reading Soil Box #3
2020-02-27 03:17:41 Reading Soil Box #4
2020-02-27 03:17:42 Reading Soil Box #1
2020-02-27 03:17:43 Reading Soil Box #2
2020-02-27 03:17:44 Reading Soil Box #3
2020-02-27 03:17:45 Reading Soil Box #4
2020-02-27 03:17:46 Reading Soil Box #1
2020-02-27 03:17:47 Reading Soil Box #2
2020-02-27 03:17:48 Reading Soil Box #3
2020-02-27 03:17:49 Reading Soil Box #4
2020-02-27 03:17:50 Reading Soil Box #1
2020-02-27 03:17:51 Reading Soil Box #2
2020-02-27 03:17:52 Reading Soil Box #3
2020-02-27 03:17:53 Reading Soil Box #4
